"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-01","1999","01","-8.0","","-17.0","","-12.6","","5.4","","-29.2","","0.2","","65.8","","45.5","","40","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-02","1999","02","-1.3","","-11.4","","-6.4","","6.6","","-19.9","","0.0","","8.0","","4.8","","37","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-03","1999","03","1.3","","-6.7","","-2.7","","9.0","","-17.3","","5.2","","5.8","","10.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-04","1999","04","12.0","","0.5","","6.3","","24.2","","-4.8","","23.2","","8.4","","29.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-05","1999","05","15.4","","4.2","","9.8","","29.1","","-1.5","","104.6","","0.6","","105.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-06","1999","06","20.1","","9.1","","14.6","","27.3","","4.4","","58.8","","0.0","","58.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-07","1999","07","21.0","","10.8","","15.9","","28.2","","6.0","","84.6","","0.0","","84.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-08","1999","08","23.8","","12.1","","18.0","","29.1","","5.8","","58.8","","0.0","","58.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-09","1999","09","17.8","","5.6","","11.7","","26.1","","-2.2","S","16.0","","1.2","","17.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-10","1999","10","12.0","","0.8","","6.4","","21.9","","-4.5","","3.8","","5.6","","9.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-11","1999","11","3.1","","-5.2","","-1.0","","12.3","","-14.2","","5.6","","4.8","","9.8","","1","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1999-12","1999","12","2.3","","-7.3","","-2.5","","16.7","","-22.3","","2.0","","7.6","","11.0","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-01","2000","01","-7.9","","-16.2","","-12.1","","4.2","","-26.1","","0.0","","22.2","","18.0","","12","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-02","2000","02","-1.6","","-13.1","","-7.4","","6.2","","-22.2","","0.0","","10.4","","6.6","","13","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-03","2000","03","3.3","","-5.7","","-1.2","","12.9","","-16.1","","1.2","","23.4","","21.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-04","2000","04","10.6","","-1.1","","4.8","","24.1","","-13.0","","13.8","","15.6","","25.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-05","2000","05","15.6","","4.1","","9.8","","21.2","","-0.7","","61.2","","0.2","","61.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-06","2000","06","19.7","","9.3","","14.5","","27.5","","3.7","","85.2","","0.0","","85.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-07","2000","07","23.5","","12.7","","18.1","","29.1","","7.9","","77.4","","0.0","","77.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-08","2000","08","21.5","","10.5","","16.0","","28.9","","6.1","","45.2","","0.0","","45.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-09","2000","09","17.0","","5.5","","11.2","","25.1","","-2.0","","45.8","","0.0","T","45.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-10","2000","10","11.1","","0.0","","5.5","","23.2","","-8.5","","4.4","","0.0","T","4.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-11","2000","11","1.5","","-8.2","","-3.3","","10.2","","-15.8","","0.2","","8.2","","7.0","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2000-12","2000","12","-8.3","","-16.8","","-12.6","","7.7","","-27.8","","2.0","","11.0","","11.2","","4","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-01","2001","01","1.9","","-7.3","","-2.7","","7.9","","-14.4","","1.8","","1.0","","2.2","","1","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-02","2001","02","-5.3","","-15.7","","-10.5","","12.8","","-24.4","","0.0","","6.0","","3.6","","2","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-03","2001","03","5.5","","-6.2","","-0.4","","13.5","","-19.0","","1.4","","8.8","","6.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-04","2001","04","12.8","","-0.9","","6.0","","26.8","","-8.6","","2.8","","0.6","","3.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-05","2001","05","19.6","","6.0","","12.8","","29.4","","1.4","","37.0","","2.0","","39.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-06","2001","06","19.6","","9.3","","14.5","","27.5","","5.8","","70.8","","0.0","","70.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-07","2001","07","23.2","E","12.3","","17.8","E","33.5","","8.6","","151.0","","0.0","","151.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-08","2001","08","24.7","","11.9","","18.3","","31.0","","8.1","","28.8","","0.0","","28.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-09","2001","09","18.9","","6.6","","12.8","","28.8","","3.0","","30.8","","0.0","","30.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-10","2001","10","9.1","","-0.6","","4.3","","19.1","","-7.0","","8.2","","13.2","","21.0","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-11","2001","11","3.6","","-5.3","","-0.9","","16.9","","-19.1","","0.4","","22.8","","13.8","","16","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2001-12","2001","12","-5.2","","-13.8","","-9.5","","6.5","","-22.6","","0.2","","5.4","","4.2","","11","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-01","2002","01","-5.0","","-13.8","","-9.4","","9.0","","-28.0","","0.0","T","7.6","","5.4","","10","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-02","2002","02","0.8","","-8.7","","-4.0","","10.0","","-22.0","","0.0","T","7.6","","6.2","","2","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-03","2002","03","-6.7","","-16.2","","-11.5","","6.3","","-29.5","","0.0","","34.7","","25.6","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-04","2002","04","4.4","","-5.2","","-0.4","","16.3","","-19.4","","6.4","","32.0","","33.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-05","2002","05","16.5","","3.4","","10.0","","27.5","","-6.7","","7.8","","0.0","T","7.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-06","2002","06","24.5","","10.7","","17.7","","34.9","","3.6","","25.0","","0.0","","25.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-07","2002","07","26.0","","13.2","","19.6","","34.6","","5.4","","45.6","","0.0","","45.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-08","2002","08","21.8","","10.2","","16.0","","31.0","","4.4","","46.0","","0.0","","46.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-09","2002","09","16.8","","4.9","","10.9","","26.2","","-3.4","","9.0","","0.0","","9.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-10","2002","10","6.3","","-2.7","","1.8","","17.4","","-16.5","","10.0","","19.8","","24.0","","4","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-11","2002","11","4.3","","-4.4","","0.0","","11.6","","-11.3","","0.2","","13.2","","11.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2002-12","2002","12","0.1","","-9.5","","-4.7","","7.4","","-18.8","","2.8","","5.2","","8.0","","4","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-01","2003","01","-6.4","","-15.5","","-11.0","","9.9","","-31.9","","1.4","","57.8","","37.4","","22","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-02","2003","02","-4.0","","-12.9","","-8.5","","5.9","","-28.1","","0.0","T","29.6","","23.2","","25","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-03","2003","03","-2.0","","-11.3","","-6.7","","11.4","","-34.0","","0.8","","30.0","","23.0","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-04","2003","04","9.9","","-0.6","","4.7","","23.8","","-13.1","","20.2","","37.4","","53.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-05","2003","05","16.1","","5.0","","10.6","","28.9","","-3.0","","13.4","","32.4","","46.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-06","2003","06","20.4","","9.5","","15.0","","31.3","","4.8","","55.4","","0.0","","55.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-07","2003","07","24.9","","13.0","","19.0","","31.0","S","8.4","","73.6","","0.0","","73.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-08","2003","08","24.5","","12.5","","18.5","","33.0","","6.8","","118.6","","0.0","","118.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-09","2003","09","16.7","","6.1","","11.4","","30.0","","-1.4","","15.8","","0.0","T","15.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-10","2003","10","13.6","","1.2","","7.4","","27.1","","-16.0","","14.2","","6.8","","20.2","","2","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-11","2003","11","-2.2","","-11.7","","-7.0","","8.1","","-25.2","","0.0","","27.8","","14.0","","12","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2003-12","2003","12","-2.9","","-11.8","","-7.4","","6.1","","-21.6","","0.0","","5.6","","2.4","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-01","2004","01","-9.9","","-17.7","","-13.8","","6.8","","-35.4","","4.8","","42.2","","34.2","","28","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-02","2004","02","-0.4","","-10.5","","-5.5","","7.6","","-27.1","","0.0","T","5.4","","5.0","","18","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-03","2004","03","4.4","","-5.3","","-0.4","","23.9","","-16.8","","0.6","","16.8","","14.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-04","2004","04","12.5","","0.1","","6.3","","24.2","","-6.6","","12.0","","20.4","","31.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-05","2004","05","15.5","","3.3","","9.4","","25.7","","-4.1","","41.6","","1.8","","43.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-06","2004","06","21.1","","9.6","","15.4","","28.6","S","4.2","","27.4","","0.0","","27.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-07","2004","07","23.0","","13.0","","18.0","","31.2","","7.1","","154.2","","0.0","","154.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-08","2004","08","21.0","","10.7","","15.9","","29.6","","5.5","","58.6","","0.0","","58.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-09","2004","09","15.1","","4.8","","10.0","","22.6","","-2.8","","76.6","","6.2","","82.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-10","2004","10","8.4","","-1.5","","3.5","","24.1","","-10.1","","5.6","","32.6","","34.2","","4","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-11","2004","11","4.7","","-3.4","","0.7","","14.8","","-6.4","","1.8","","1.0","","2.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2004-12","2004","12","-3.1","","-12.6","","-7.8","","10.7","","-26.0","","0.6","","43.8","","30.6","","17","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","2005-01","2005","01","-12.5","I","-20.9","I","-16.7","I","-0.6","I","-33.3","I","2.2","I","11.9","I","10.9","I","","M","","","",""
